matrix_name,rows,cols,nonzeros,num_threads,time_serial,time_serial_hll,time_parallel,time_parallel_simd,time_parallel_hll,time_parallel_hll_simd,stddev_parallel_csr,stddev_parallel_hll,stddev_parallel_simd,stddev_parallel_simd_hll,min_value_csr,min_value_hll,min_value_csr_simd,min_value_hll_simd,error_csr,error_hll,error_csr_simd,error_hll_simd,flops_serial,flops_serial_hll,flops_parallel,flops_parallel_simd,flops_parallel_hll,flops_parallel_hll_simd,speedup_parallel,speedup_simd,speedup_hll,speedup_hll_simd,efficiency_parallel,efficiency_simd,efficiency_hll,efficiency_hll_simd
thermomech_TK.mtx,102158,102158,711558,2,0.004261207977604,0.005630943326181,0.001941041893473,0.001930477823082,0.002992117650023,0.002757417141019,0.000020900751011,0.000019806131795,0.000012137433422,0.000020858764867,0.001886535901576,0.002934675198048,0.001876393798739,0.002680224366486,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,333970087.233389914035797,252731366.231856197118759,733171192.639147639274597,737183293.682271361351013,475621672.158925831317902,516104719.460120916366577,2.195319942312025,2.207333296790446,1.881925774589410,2.042107899605329,1.097659971156013,1.103666648395223,0.940962887294705,1.021053949802664
thermomech_TK.mtx,102158,102158,711558,4,0.004261207977604,0.005630943326181,0.000999920138795,0.000993413762435,0.001511021277034,0.001366753498779,0.000004032471051,0.000180281580863,0.000005103316462,0.000008177331003,0.000994530040771,0.001466740388423,0.000987394247204,0.001327896956354,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,333970087.233389914035797,252731366.231856197118759,1423229660.835528612136841,1432551122.014262676239014,941823931.687764883041382,1041238234.452547430992126,4.261548309986595,4.289459376082224,3.726581095690884,4.119940670511446,1.065387077496649,1.072364844020556,0.931645273922721,1.029985167627862
thermomech_TK.mtx,102158,102158,711558,8,0.004261207977604,0.005630943326181,0.000548461942296,0.000634578213488,0.000835470463100,0.000783324035767,0.000009661454386,0.000040817752657,0.000006481479345,0.000006408502787,0.000514043029398,0.000753181055188,0.000623445026577,0.000773011241108,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,333970087.233389914035797,252731366.231856197118759,2594739744.460214614868164,2242617174.293138980865479,1703370810.643806934356689,1816765393.400399446487427,7.769377688747674,6.715024069583572,6.739847277528392,7.188523611009548,0.971172211093459,0.839378008697947,0.842480909691049,0.898565451376193
thermomech_TK.mtx,102158,102158,711558,16,0.004261207977604,0.005630943326181,0.000569709375697,0.000429800241009,0.000781785554596,0.000750849489123,0.000008584669244,0.000010746178852,0.000123640494188,0.000012690934771,0.000555867329240,0.000757385045290,0.000300812069327,0.000721610151231,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,333970087.233389914035797,252731366.231856197118759,2497968368.976810932159424,3311110288.487685680389404,1820340618.516535997390747,1895341237.646598339080811,7.479617080888875,9.914391782560354,7.202669956077206,7.499430189079930,0.467476067555555,0.619649486410022,0.450166872254825,0.468714386817496
thermomech_TK.mtx,102158,102158,711558,32,0.004261207977604,0.005630943326181,0.000301396876181,0.000293581687698,0.000397212847479,0.000382171679092,0.000010232097003,0.000007264319709,0.000005925194931,0.000011421440792,0.000296142417938,0.000388390384614,0.000282631721348,0.000361206009984,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,333970087.233389914035797,252731366.231856197118759,4721734405.579409599304199,4847427682.419912338256836,3582754206.043025016784668,3723761015.941509723663330,14.138195563244253,14.514556445986019,14.176135948065108,14.734067525774877,0.441818611351383,0.453579888937063,0.443004248377035,0.460439610180465
thermomech_TK.mtx,102158,102158,711558,40,0.004261207977604,0.005630943326181,0.000237092841417,0.000239587477163,0.000324028490209,0.000302441663256,0.000011516603428,0.000011038180207,0.000007206883677,0.000009045130934,0.000222979113460,0.000306007452309,0.000230977777392,0.000284750945866,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,333970087.233389914035797,252731366.231856197118759,6002357521.623496055603027,5939859699.053598403930664,4391947137.367197990417480,4705423137.407734870910645,17.972739928138655,17.785603939141463,17.377926621652566,18.618279193295585,0.449318498203466,0.444640098478537,0.434448165541314,0.465456979832390
thermal1.mtx,82654,82654,574458,2,0.003058022775344,0.003984179053652,0.001437249843423,0.001391007594372,0.001964597310871,0.001770486035629,0.000043821792119,0.000028108182613,0.000018494633395,0.000038337419068,0.001406952273101,0.001875224988908,0.001369512174278,0.001728299073875,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,375705507.906394779682159,288369569.873365104198456,799385023.597193241119385,825959545.187546372413635,584809921.932906150817871,648926891.756938219070435,2.127690456420873,2.198422774768929,2.027987634720682,2.250330685175653,1.063845228210437,1.099211387384465,1.013993817360341,1.125165342587827
thermal1.mtx,82654,82654,574458,4,0.003058022775344,0.003984179053652,0.000748696286035,0.000729860811445,0.001024431916640,0.000919054424096,0.000013998892582,0.000002823581902,0.000007760730648,0.000015807385420,0.000741274096072,0.001016294118017,0.000721897929907,0.000908620655537,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,375705507.906394779682159,288369569.873365104198456,1534555495.238513946533203,1574157677.715167522430420,1121515233.309304714202881,1250106598.561861753463745,4.084463663547997,4.189871174599232,3.889159434547161,4.335085006059532,1.021115915886999,1.047467793649808,0.972289858636790,1.083771251514883
thermal1.mtx,82654,82654,574458,8,0.003058022775344,0.003984179053652,0.000406973583526,0.000396383455709,0.000556922880443,0.000496681230633,0.000005034755704,0.000009993135693,0.000002722773842,0.000010774433049,0.000403033103794,0.000515862833709,0.000393224880099,0.000462325289845,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,375705507.906394779682159,288369569.873365104198456,2823072667.386909484863281,2898496351.074455738067627,2062971446.041319131851196,2313185860.750215053558350,7.514057175042172,7.714809312288821,7.153915189273452,8.021601799961173,0.939257146880272,0.964351164036103,0.894239398659182,1.002700224995147
thermal1.mtx,82654,82654,574458,16,0.003058022775344,0.003984179053652,0.000382388378248,0.000322606144963,0.000478995444351,0.000450426604795,0.000003870512123,0.000002718377354,0.000001775129351,0.000009614044245,0.000375013798475,0.000474696978927,0.000320326071233,0.000427626073360,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,375705507.906394779682159,288369569.873365104198456,3004578761.684158325195312,3561358076.831797599792480,2398594837.486184597015381,2550728548.823924064636230,7.997164530344694,9.479121284852424,8.317780681711687,8.845345748318913,0.499822783146543,0.592445080303276,0.519861292606980,0.552834109269932
