matrix_name,rows,cols,nonzeros,num_threads,time_serial,time_serial_hll,time_parallel,time_parallel_unrolling,time_parallel_hll,time_parallel_hll_simd,flops_serial,flops_serial_hll,flops_parallel,flops_parallel_unrolling,flops_parallel_hll,flops_parallel_hll_simd,speedup_parallel,speedup_unrolling,speedup_hll,speedup_hll_simd,efficiency_parallel,efficiency_unrolling,efficiency_hll,efficiency_hll_simd
adder_dcop_32.mtx,1813,1813,11246,2,0.000050826749793,0.000260020900896,0.000043068249579,0.000039801600724,0.000119618449753,0.000118623200615,442522885.909228444099426,86500738.680970832705498,522240866.993581771850586,565102900.158165097236633,188031194.572721213102341,189608777.064053952693939,1.180144312582978,1.277002654895640,2.173752472406180,2.191990264538235,0.590072156291489,0.638501327447820,1.086876236203090,1.095995132269117
